COMPOUNDCODE,Potency vs Parasite (uMol),Ion Regulation Activity,SSI%,EC50Chembl(uM),q137,q481,q458,frg-54,q300,q457,q155,q192,frg-26,q139,q277,q485,q453,frg-8,Nn,q358,q483,q257,H1a,ed80,C21,ed70,f407,S3,C24,HydrophobicGroup,ed20,ew80,ew30,C20,ew90,ew40,ew20,f004,C5,ew100,C22,ed60,ed50,ew50,f007,ed40,f015,C23,ew75,f147,f245,f301,f005,ew60,f390,f244,f392,ew10,f393,ew70,f456,f443,f441,f444,q017,q039,q040,q041,f413,f440,O10,C9,N1,HDT,S2,C8,C27,AliRingAttachment,C26,N13,C6,BasicGroup,HDO,H2,O6,N14,C10,N8,C25,C13,N11,C3,N12,HAN,C2,O3,O9,AroRingAttachment,HDN,HAT,C1,N7,N10,O7,HAS,N6,C4,H4,O11,C11,N2,AcidGroup,O5,PRX-time2,C12,H3,HAO,xccn-t12,nOS,nCOOH,sNH3+,dCH2,sNH2,ssNH2+,nX,zw3,t-16-1,nC(sp2),sulphonamide-t5,thio-acid,t-16-2,nOH,tert-amine-t11,dsCH,aaCH,sssCH,ddC,thio-keto,tsC,dssC,urea-thio,zw1,nC(sp3),nCO,urea,ssCH2,tCH,aasC,aaaC,t-16-3,nNprot,zw2,ssssC,sBr,dNH,aaN,sssSiH,tN,ddsN,ssssSi,sssN,sOH,ssNH,aasN,dsssP,sSH,ssS,sssssP,sCl,nNneutral,NnH,N4,sssP,NbN,dssS,dsN,ssSiH2,fg5,ssO,CamideNH,aaS,aaNH,ssssN+,sF,sSiH3,sPH2,sssNH+,ssPH,sI,dS,BasicNH0R2AroRings,ddssS,PRX-time1,BasicNH02AroRings,PRX-time-1,NonOrganicAtom,UB,BasicNH1R2AroRings,BasicNH12AroRings,macrocyclic,OverallCharge,HBA-prof,ACamideO-nh0,Aamidine,AbasicNH1,HBD-lip,AbasicNH0,CH0Aa,CH2Aa,CH2link,ERTLNotPSA,CSSC,Ester,HBD-prof,Michael-accept,NBA,NH1and2CdO,ASamideO-nh-nh2,NO,quatN,logP,CH3Aa,NRB,OHCHCdO,Ocarbamate,HaloC,Pamide,ACamideO-nh-nh2,HBA-lip,CH1Aa,CH2hetero,CH2long,ERTLNoSPtPSA,HBD-cam,ASamideO-nh0,Vx,PositiveCharge,AromaticRings,CBr,CH3hetero,CF3,CamideNH0,MW,NegativeCharge,Flex,basic-NH2,benzylicOH,benzdiazepine-ring,RbasicNH1,anycarbonyl,aromI,arylNHCO,RCamideO-nh-nh2,ch2-lipo-t9,dNO,activatedCH,aromCl,RSamideO-nh0,diazo-aryl,diazo,dione-1-4,aliphOH-t6,easy-oxy-t13,ertl-33,amide-dicarbonyl,di-widhraw-cx4,aminoethanol0,Pester,ertl-35,ertl-37,benzdiaz-t18,RSR,Samide-NH,aldehydes,aromO,carbamate-and-thio,SamideNH0,carbonate-carbamate,RCamideO-nh0,Ramidine,aromF,aromBr,branchedCnotRing,aminoethanol1,RSamideO-nh-nh2,RbasicNH0,allylic-oxyd-t10,phenolic-tautomer,poly-sugars,polyOH,ertl-41,ertl-39,hydroxyA,nH0indole-like,ketone-t14,hetero-halo-di-n-arom,ohccn-t17,phenol,halosp3sp3halo,nitro-no-ortho-t15,nc(do)n,nonring-at,pyridine,quinone-type,ring5-nH0,p-hetero-or-halo,nHindole-like,nitro-O,phenol-pyr2r,pyridones,ring5nH,ringOdouble,ringat,ringdiol,ring-join,hindred-phenol,intraHbond6,ether,est-lact-latm-carbm-t7,lipovolume,hydroxylation-t8,ertl-43,ketones,nitro,not-ring-diol,intraHbond5,p-withdraw-phenol,ketal,perfluoro,sp-carbons,spiroC,sulfonicacid,sulphates,sp2-carbons,logS,logS @ pH7.4,logP<1>,logD,2C9 pKi,hERG pIC50,BBB log([brain]:[blood]),BBB category,HIA category,P-gp category,2D6 affinity category,PPB90 category,MW<1>,HBD,HBA,TPSA,Flexibility,Rotatable Bonds
C[C@@H](C1)N[C@@]2(C(NC3=C2C=C(Cl)C=C3)=O)C4=C1C5=CC(F)=C(F)C=C5N4,,1,,,28,82,23,0,8,5,0,9,0,19,15,37,29,0,2,1,59,1,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,2,3,0,6,0,3,3,3,0,3,0,2,2,0,16,30,55,0,1,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,9,3,3,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,5,1,0,0,0,1,0,0,4,1,0,1,0,7,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,3,1,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,17,2,2,0,1,1,0,0,0,3,0,0,1,0,56.92,0,0,2,0,15,0,0,0,0,3.312,1,13,0,0,0,0,0,4,0,0,0,56.92,2,0,241.5,1,3,0,0,0,0,373.8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,1,1,21,0,2,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.053,1.782,3.312,2.229,5.804,5.207,0.1239,+,+,yes,low,high,373.8,3,4,56.92,0,0
C[C@@H](N1CCCC[C@@H]1c2ccc(OCc3cccc(F)c3)cc2)C(=O)N,,0,,,12,27,13,0,3,3,6,3,0,8,13,18,5,1,2,2,24,3,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,0,1,2,2,0,2,2,1,1,1,0,1,0,2,1,8,8,14,22,1,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,1,4,1,4,4,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,12,0,0,0,0,1,0,8,2,0,0,0,1,0,0,8,1,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,14,0,0,0,1,2,0,0,0,1,0,0,3,4,55.56,0,0,1,0,12,0,0,0,0,3.669,1,15,0,0,0,0,1,4,0,2,0,55.56,1,0,277.5,1,2,0,0,0,0,356.4,0,0.2143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.017,1.38,3.669,2.383,4.871,5.594,-0.2629,+,+,yes,high,low,356.4,1,4,55.56,0.2143,6
C=1\NC(c2n(/C1/OCCc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F)=O,4.13,,,,30,12,18,0,4,6,7,0,0,21,17,7,20,1,3,3,9,5,1,2,1,1,4,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,2,2,2,2,0,0,0,8,4,0,4,0,2,2,3,0,4,0,0,0,7,6,7,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,3,0,0,0,9,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,1,0,2,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,6,0,0,0,1,0,0,1,2,81.51,0,0,1,0,21,0,0,0,0,2.837,0,11,0,0,0,0,0,7,0,1,0,81.51,1,0,270.8,2,4,0,0,0,0,434.3,0,0.2059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,1,0,0,21,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2135,0.2135,2.837,2.837,6.003,6.102,-0.9596,-,+,no,high,high,434.3,1,7,81.51,0.2059,7
C1(C(C=CC=C2)=C2[N]3)=C3C4(CCN(CC5=CC=C(OCCO6)C6=C5)CC4)OCC1,,,31,,22,87,18,0,2,2,2,0,0,17,14,35,14,0,2,3,57,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,2,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,14,27,49,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,6,0,1,0,1,0,7,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,7,0,0,0,0,0,0,0,10,0,0,9,0,5,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,15,0,0,0,2,4,0,0,0,0,0,0,3,8,30.93,0,0,0,0,15,0,0,0,0,3.051,0,18,0,0,0,0,0,5,0,6,0,30.93,0,0,289.2,2,3,0,0,0,0,389.5,0,0.05882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,28,0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.715,0.9444,3.051,3.071,5.109,6.833,0.2749,-,+,yes,high,low,389.5,0,5,30.93,0.05882,2
c1(C(NCc2cncc3n2c(nn3)c2ccc(cc2)OC(F)F)=O)cc(ccc1)Cl,10,,,,27,12,17,0,4,6,7,4,0,18,18,7,17,1,5,2,9,3,1,2,2,0,2,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,0,0,2,1,1,1,0,0,0,10,2,0,2,0,1,1,2,0,3,0,0,0,9,6,7,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,5,0,0,0,8,1,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,10,1,0,0,0,0,0,0,2,1,0,1,0,6,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,5,1,0,0,5,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,3,5,0,0,0,1,0,0,0,0,81.41,0,0,1,0,21,0,0,0,0,3.053,0,10,0,0,0,0,1,7,0,1,0,81.41,1,0,279.3,3,4,0,0,0,0,429.8,0,0.2121,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,21,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6003,0.6003,3.053,3.053,5.852,5.147,-0.3328,-,+,no,high,high,429.8,1,7,81.41,0.2121,7
C1(C2(CCN(CC3=CC=CC=C3)CC2)OCC4)=C4C=CS1,,,8,,14,51,9,0,0,0,2,0,0,10,10,24,6,0,1,2,37,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,10,18,29,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,1,0,1,0,3,0,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,7,0,0,0,0,0,0,0,8,0,0,7,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,0,0,0,1,2,0,0,0,0,0,0,3,6,12.47,0,0,0,0,11,0,0,0,0,3.209,0,13,0,0,0,0,0,2,0,4,0,40.71,0,0,231.7,1,2,0,0,0,0,299.4,0,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.008,0.7473,3.209,2.204,4.929,5.926,0.1904,+,+,no,high,low,299.4,0,2,12.47,0.08333,2
C1(CC1)(C(Oc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)C(F)(F)F)c1ccc(c(c1)F)F,10,,,,32,24,19,0,3,5,8,0,0,20,17,17,20,1,4,2,20,4,2,2,1,1,4,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,2,2,2,2,0,0,0,7,4,0,4,0,2,2,7,0,4,0,0,0,15,10,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9,0,6,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,7,0,0,17,0,0,0,0,0,0,9,2,0,0,0,0,0,0,6,0,0,2,0,7,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,5,0,0,0,0,0,1,2,2,61.54,0,0,0,0,21,0,0,0,0,5.371,0,18,0,0,1,0,0,6,0,0,0,61.54,0,0,301.7,3,4,0,0,1,0,512.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,24,0,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.096,-1.096,5.371,5.371,6.107,6.709,0.04962,-,+,yes,medium,high,512.4,0,6,61.54,0.2,8
c1(ccc2n(n1)c(nn2)c1ccc(cc1)C#N)NCCc1cnccc1,10,,,,25,8,15,0,4,7,5,0,0,17,16,4,11,1,7,0,5,0,0,2,2,1,0,0,0,0,0,0,0,3,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,4,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,7,0,0,0,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,0,0,2,0,5,3,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,5,4,0,0,1,1,0,0,1,2,91.79,0,0,0,0,21,0,0,0,0,2.353,0,6,0,0,0,0,0,7,0,1,0,91.79,0,0,253.4,5,4,0,0,0,0,341.4,0,0.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,21,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.512,1.701,2.353,1.898,5.444,5.646,-0.9011,-,+,no,medium,low,341.4,1,7,91.79,0.2069,6
c1(ccc2n(n1)c(nn2)c1ccc(cc1)OC(F)F)NCCc1ccc(cc1)F,0.5096,,,,27,12,17,0,4,7,7,0,0,18,17,6,14,2,5,1,7,2,1,2,1,1,2,0,0,0,0,0,0,3,0,0,0,5,0,1,1,0,0,0,0,1,1,1,0,0,0,4,5,0,2,0,1,1,2,0,3,0,0,0,7,6,6,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,5,0,0,0,8,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,10,1,0,0,0,0,0,0,3,0,0,2,0,6,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,4,0,0,1,1,0,0,1,2,64.34,0,0,0,0,21,0,0,0,0,3.723,0,10,0,0,0,0,0,6,0,1,0,64.34,0,0,267.3,4,4,0,0,0,0,399.4,0,0.2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,21,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5455,2.027,3.723,2.871,5.723,6.534,-0.377,-,+,yes,medium,high,399.4,1,6,64.34,0.2188,7
c1(ccc2n(n1)c(nn2)c1ccc(cc1)OC(F)F)OCCc1cc(c(cc1)F)F,6.779,,,,29,12,18,0,4,6,7,0,0,20,17,6,14,1,4,2,7,4,1,2,1,1,4,0,0,0,0,0,0,3,0,0,0,5,0,1,0,0,0,0,1,2,2,2,0,0,0,3,5,0,4,0,2,2,3,0,4,0,0,0,7,6,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,4,0,0,0,9,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,9,1,0,0,0,0,0,0,3,0,0,2,0,7,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,5,0,0,0,0,0,0,1,2,61.54,0,0,0,0,21,0,0,0,0,3.998,0,11,0,0,0,0,0,6,0,1,0,61.54,0,0,265,3,4,0,0,0,0,418.3,0,0.2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,21,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2716,-0.2716,3.998,3.998,6.002,6.516,-0.2468,-,+,no,medium,high,418.3,0,6,61.54,0.2121,7
c1(ccccc1)CCCC1CNCc2n1c(nn2)c1ccc(cc1)OC(F)F,8.76,,,,19,36,14,0,3,5,7,0,0,13,14,20,10,1,4,1,27,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0,1,6,3,0,0,2,0,0,1,0,2,0,0,0,7,10,16,23,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,3,2,0,4,0,0,0,6,1,5,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,9,2,0,0,0,0,0,0,7,0,0,5,0,5,2,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,0,3,4,0,0,0,1,0,0,3,3,51.97,0,0,0,0,17,0,0,0,0,3.764,0,14,0,0,0,0,0,5,1,2,0,51.97,0,0,278.2,3,3,0,0,0,0,384.4,0,0.2258,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.548,1.976,3.764,2.411,5.315,6.159,0.3787,-,+,yes,medium,high,384.4,1,5,51.97,0.2258,7
c1(CCN2CCOCC2)cncc2n1c(nn2)c1ccc(cc1)OC(F)F,10,,,,22,16,14,0,3,5,6,0,0,17,11,5,11,1,5,2,9,2,1,2,1,1,2,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0,0,10,2,0,0,0,0,0,1,0,2,0,0,0,6,4,5,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,5,0,5,0,1,0,6,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,11,0,0,0,0,1,0,6,1,0,0,0,0,0,0,7,0,0,6,0,4,3,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,15,0,0,0,4,5,0,0,0,0,0,0,1,6,64.78,0,0,0,0,15,0,0,0,0,2.571,0,14,0,0,0,0,0,7,0,5,0,64.78,0,0,256.1,4,3,0,0,0,0,375.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,21,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.637,2.473,2.571,1.914,4.911,6.101,-0.05441,-,+,yes,medium,high,375.4,0,7,64.78,0.2,6
C1(CCOC23CCN(C4CCCCC4)CC3)=C2C=CS1,,,15,,13,39,10,1,1,1,1,0,0,11,4,20,6,0,1,2,29,0,1,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,16,23,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,2,0,3,7,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,1,0,0,0,0,0,0,13,0,0,11,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,8,11,12.47,0,0,0,0,5,0,0,0,0,3.515,0,18,0,0,0,0,0,2,0,3,2,40.71,0,0,230.6,1,1,0,0,0,0,291.5,0,0.04348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.31,1.532,3.515,1.443,4.632,5.944,0.221,+,+,no,high,low,291.5,0,2,12.47,0.04348,1
C1(CCOC23CCN(CC4=CC(OCCO5)=C5C=C4)CC3)=C2C=CS1,,,29,,19,63,14,0,0,0,2,0,0,16,10,34,11,0,1,4,48,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,14,26,40,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,1,0,1,0,5,0,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,5,0,0,0,0,0,0,0,10,0,0,9,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,0,0,0,1,4,0,0,0,0,0,0,3,8,30.93,0,0,0,0,11,0,0,0,0,2.633,0,18,0,0,0,0,0,4,0,6,0,59.17,0,0,260.8,1,2,0,0,0,0,357.5,0,0.06897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.114,0.8836,2.633,2.343,4.907,6.043,0.153,+,+,yes,high,low,357.5,0,4,30.93,0.06897,2
C1(CCOC23CCN(CC4=CC(OCO5)=C5C=C4)CC3)=C2C=CS1,,,8,,20,59,14,0,0,0,2,0,0,15,10,31,10,0,1,4,45,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,14,25,37,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,1,0,1,0,5,0,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,5,0,0,0,0,0,0,0,9,0,0,8,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,11,0,0,0,1,4,0,0,0,0,0,0,3,6,30.93,0,0,0,0,11,0,0,0,0,2.629,0,17,0,0,0,0,0,4,0,5,0,59.17,0,0,246.7,1,2,0,0,0,0,343.4,0,0.07143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.021,0.9438,2.629,2.274,4.965,5.918,0.175,+,+,yes,high,low,343.4,0,4,30.93,0.07143,2
